"gene","lfc_hypotonic","padj_hypotonic","lfc_aa","padj_aa","lfc_hypoglycemic","padj_hypoglycemic"
"YML064C",8.98852131340485,1.31631338232733e-07,6.63329970326353,6.44983888097435e-06,-19.5657944071491,5.04475042498464e-79
"YML095C",8.4449539968213,2.25419621015261e-05,5.45769945423083,0.000917397261488148,-19.6359168261655,7.04625777341605e-66
"YMR001C-A",7.51253704158944,0.0314129397318882,6.1982806989235,0.00871190118915381,4.506035917907,0.0129842407235759
"YMR047C",4.17310494130176,0.0315245121945035,3.46161091640649,0.00830081727631702,2.8922354383773,0.00384918841739566
"YMR061W",5.07727143664751,0.0217168616177595,4.29034259681401,0.00495432464039978,3.52176096664581,0.00231698871861666
"YMR169C",-3.57441770159468,0.000913375792900297,2.24547264199215,0.0059851042402739,5.05374089086361,1.04215336151364e-18
"YMR194C-B",4.25922396831667,0.0325668992778677,7.39069859114634,4.58750059355075e-08,8.15812609830861,5.6687356458377e-17
"YMR211W",6.98013393428972,0.00338191130930756,5.17312732086933,0.00326778725462652,-3.06277351922188,0.0250974707906053
"YMR257C",8.76513187686275,0.00010307802754974,6.75492838020976,0.000205300009960859,-19.5327074589142,3.92802081890602e-54
"YMR303C",3.88586968325111,0.00313865684460349,3.01906581311653,0.00202772867053959,8.85229449915627,3.49988979608984e-40
"YMR314W",3.79242188299135,0.0193784916881465,2.20581084538711,0.0468567335853448,3.53001757427584,2.77943745188456e-05
"YNL053W",5.0090851050245,0.00668834689026715,3.45724005482329,0.00871190118915381,-7.45775638762974,3.72527099926976e-14
"YNL078W",5.4540687721078,0.0341332594264433,6.36628506638261,0.000315140662772199,4.47738900125351,0.000707041749534326
"YNL290W",6.66617735567748,0.00014953956893504,4.0416798729965,0.00382335223951763,-4.30053983308459,6.45518249664395e-05
"YNL335W",6.89483717807744,0.000540597233644507,4.48841486324442,0.00374105824711064,-3.35993564791282,0.00553117337868236
"YNR063W",13.3511967779193,9.28232168685794e-10,14.0284242942693,2.39694308695199e-14,-12.2267760909741,2.3919034401215e-18
"YNR067C",6.31101364382782,0.0155147731828604,7.34768687598341,6.21893618007447e-05,6.13198149070534,7.01469305014776e-06
"YOL041C",7.80196163538173,1.39088784420025e-06,4.03244750118335,0.00327027431438677,-2.62218552837084,0.015131570241095
"YOL093W",8.11806019488677,7.08001677863476e-06,5.37745197786317,0.000387455609663082,-19.5129539484783,1.13109293277787e-75
"YOL101C",5.90845649578399,0.010541471930543,5.42367810436914,0.00101839323281007,4.56676447097433,0.000220450693291324
"YOL133W",4.67368572129406,0.0223081169613698,3.33389804352283,0.0171277243387024,2.40702252004178,0.026010240259854
"YOL155C",4.4748351599365,0.0484986847615098,6.13022835621394,5.44096197544764e-05,4.40058358055257,0.000107835882716166
"YOL158C",5.34919213730117,0.0147409923270677,3.1848575536769,0.0354197858831693,3.03895975700728,0.00892326021546128
"YOL159C",-3.99490655316757,0.0304364788875066,3.61964875179176,0.00324411010596299,2.30701304969982,0.0145037631752633
"YOR032C",7.75273599255043,1.03251974661233e-06,8.86875598658951,7.91313342518282e-12,-20.7023019100389,7.87398781580147e-104
"YOR075W",5.03711104503134,0.00929518171736271,3.57508026664347,0.0088898225322353,-22.6903710042766,2.76661540613202e-120
"YOR130C",5.58083050580847,0.0081351705018916,3.64188176069663,0.0146613712649722,3.37382455965361,0.00306529801906992
"YOR158W",5.31960846309082,0.0071635107408077,3.63285792289253,0.009848321204551,2.40360100577702,0.0273879037153762
"YOR159C",5.66105137793237,0.0246342360817493,8.85061692497372,3.96331388566652e-07,9.31988435654984,9.01021633286886e-14
"YOR179C",8.03357189300633,1.31631338232733e-07,4.90318852617271,0.000210895040900897,-6.05223563546493,1.29831642028815e-09
