"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005686","U2 snRNP","4/149","20/6444",0.2,8.6496644295302,5.27101131605267,0.00099658236138534,0.568821548345898,0.568821548345898,"YER029C/YPL213W/YOR159C/YDL043C",4
"GO:0030896","checkpoint clamp complex","2/149","3/6444",0.666666666666667,28.8322147651007,7.41773095844726,0.00156916289198869,0.568821548345898,0.568821548345898,"YOR368W/YLR288C",2
"GO:0005684","U2-type spliceosomal complex","6/149","61/6444",0.0983606557377049,4.25393332599846,3.92826228916111,0.00269173935857711,0.650503678322802,0.650503678322802,"YER029C/YJR050W/YPL213W/YOR159C/YDL043C/YLL036C",6
"GO:0071004","U2-type prespliceosome","4/149","31/6444",0.129032258064516,5.58042866421303,3.93274405684529,0.00531433359701693,0.770578371567454,0.770578371567454,"YER029C/YPL213W/YOR159C/YDL043C",4
"GO:0071010","prespliceosome","4/149","31/6444",0.129032258064516,5.58042866421303,3.93274405684529,0.00531433359701693,0.770578371567454,0.770578371567454,"YER029C/YPL213W/YOR159C/YDL043C",4
"GO:0005681","spliceosomal complex","7/149","99/6444",0.0707070707070707,3.05796217205613,3.17452319293516,0.00774943591230271,0.833652523208739,0.833652523208739,"YER029C/YJR050W/YPL213W/YOR159C/YGR093W/YDL043C/YLL036C",7
